persona_label,target_timestamp,membership_true,membership_pred,attack_score,binary_loss,continuous_loss
hybrid,2024-02-12 00:15:00,1,1,0.02541909,0.019002857,0.0064162337
hybrid,2024-02-12 00:30:00,1,1,0.022516822,0.018973172,0.00354365
hybrid,2024-02-12 00:45:00,1,1,0.025850685,0.019671217,0.0061794682
hybrid,2024-02-12 01:00:00,1,1,0.021284258,0.019643348,0.0016409098
hybrid,2024-02-12 01:15:00,1,1,0.023802523,0.020352164,0.0034503592
hybrid,2024-02-12 01:30:00,1,1,0.02429935,0.020521127,0.0037782227
hybrid,2024-02-12 01:45:00,1,1,0.02412995,0.021422682,0.0027072672
hybrid,2024-02-12 02:00:00,1,1,0.02499497,0.021619253,0.0033757165
hybrid,2024-02-12 02:15:00,1,1,0.022735512,0.021809964,0.0009255489
hybrid,2024-02-12 02:30:00,1,1,0.023861092,0.022509042,0.0013520485
hybrid,2024-02-12 02:45:00,1,1,0.024687404,0.023205074,0.0014823298
hybrid,2024-02-12 03:00:00,1,1,0.02722836,0.024001362,0.003226997
hybrid,2024-02-12 03:15:00,1,1,0.025532678,0.024025023,0.0015076553
hybrid,2024-02-12 03:30:00,1,1,0.026913788,0.024619695,0.0022940931
hybrid,2024-02-12 03:45:00,1,1,0.026651615,0.02512632,0.0015252955
hybrid,2024-02-12 04:00:00,1,1,0.027964884,0.025779871,0.0021850124
hybrid,2024-02-12 04:15:00,1,1,0.033900384,0.027574534,0.0063258517
hybrid,2024-02-12 04:30:00,1,1,0.03241562,0.027017038,0.0053985827
hybrid,2024-02-12 04:45:00,1,1,0.034311086,0.029534949,0.004776135
hybrid,2024-02-12 05:00:00,1,1,0.03287803,0.030937241,0.0019407893
hybrid,2024-02-12 05:15:00,1,1,0.030322017,0.030262845,5.9172915e-05
hybrid,2024-02-12 05:30:00,1,1,0.03943607,0.031215142,0.008220925
hybrid,2024-02-12 05:45:00,1,1,0.035146557,0.030366194,0.0047803614
hybrid,2024-02-12 06:00:00,1,1,0.03929639,0.031046025,0.008250361
hybrid,2024-02-12 06:15:00,1,1,0.040703505,0.03188343,0.0088200765
hybrid,2024-02-12 06:30:00,1,1,0.043037288,0.032547098,0.010490189
hybrid,2024-02-12 06:45:00,1,1,0.051585652,0.0333458,0.018239852
hybrid,2024-02-12 07:00:00,1,1,0.053360403,0.034025073,0.019335331
hybrid,2024-02-12 07:15:00,1,1,0.5305836,0.5160463,0.014537348
hybrid,2024-02-12 07:30:00,1,1,0.31196663,0.27871883,0.033247788
hybrid,2024-02-12 07:45:00,1,1,0.21068563,0.20113437,0.00955125
hybrid,2024-02-12 08:00:00,1,1,0.24547514,0.23533182,0.010143331
hybrid,2024-02-12 08:15:00,1,1,0.25122687,0.24569435,0.005532505
hybrid,2024-02-12 08:30:00,1,1,0.13640316,0.13156019,0.004842961
hybrid,2024-02-12 08:45:00,1,1,0.22622138,0.13751677,0.08870461
hybrid,2024-02-12 09:00:00,1,1,0.1818594,0.16795638,0.013903019
hybrid,2024-02-12 09:15:00,1,1,0.18782108,0.1534203,0.034400776
hybrid,2024-02-12 09:30:00,1,1,0.14137581,0.13942184,0.0019539746
hybrid,2024-02-12 09:45:00,1,1,0.15040407,0.13619226,0.014211804
hybrid,2024-02-12 10:00:00,1,1,0.14633572,0.130112,0.016223708
hybrid,2024-02-12 10:15:00,1,1,0.17374705,0.12513474,0.048612315
hybrid,2024-02-12 10:30:00,1,1,0.12804896,0.11934373,0.008705231
hybrid,2024-02-12 10:45:00,1,1,0.13199967,0.12076249,0.011237186
hybrid,2024-02-12 11:00:00,1,1,0.08815928,0.0737496,0.014409673
hybrid,2024-02-12 11:15:00,1,1,0.10023262,0.07250957,0.02772305
hybrid,2024-02-12 11:30:00,1,1,0.12237525,0.07203944,0.05033581
hybrid,2024-02-12 11:45:00,1,1,0.08379554,0.070598416,0.013197121
hybrid,2024-02-12 12:00:00,1,1,0.08475,0.07171161,0.013038392
hybrid,2024-02-12 12:15:00,1,1,0.48685795,0.47928157,0.0075763743
hybrid,2024-02-12 12:30:00,1,1,0.32152867,0.29979494,0.021733744
hybrid,2024-02-12 12:45:00,1,1,0.073017195,0.07022969,0.0027875116
hybrid,2024-02-12 13:00:00,1,1,0.12952076,0.120723076,0.008797682
hybrid,2024-02-12 13:15:00,1,1,0.12750873,0.1168547,0.01065404
hybrid,2024-02-12 13:30:00,1,1,0.12878929,0.11971052,0.009078766
hybrid,2024-02-12 13:45:00,1,1,0.13164613,0.07619563,0.0554505
hybrid,2024-02-12 14:00:00,1,1,0.16485329,0.12272469,0.042128596
hybrid,2024-02-12 14:15:00,1,1,0.16035238,0.12369318,0.036659192
hybrid,2024-02-12 14:30:00,1,1,0.13328667,0.13181108,0.0014755861
hybrid,2024-02-12 14:45:00,1,1,0.15916838,0.13576332,0.023405058
hybrid,2024-02-12 15:00:00,1,1,0.2945917,0.29256213,0.0020295575
hybrid,2024-02-12 15:15:00,1,1,0.1631695,0.1559935,0.007176004
hybrid,2024-02-12 15:30:00,1,1,0.20240223,0.15882953,0.043572705
hybrid,2024-02-12 15:45:00,1,1,0.18900634,0.18518384,0.0038225024
hybrid,2024-02-12 16:00:00,1,1,0.1934651,0.19054379,0.0029213168
hybrid,2024-02-12 16:15:00,1,1,0.26496524,0.2172794,0.047685847
hybrid,2024-02-12 16:30:00,1,1,0.2728565,0.24899201,0.023864502
hybrid,2024-02-12 16:45:00,1,1,0.27667817,0.26620334,0.010474831
hybrid,2024-02-12 17:00:00,1,1,0.123505116,0.11693495,0.0065701692
hybrid,2024-02-12 17:15:00,1,1,0.123547636,0.1128523,0.010695339
hybrid,2024-02-12 17:30:00,1,1,0.11233487,0.10962628,0.002708594
hybrid,2024-02-12 17:45:00,1,1,0.11072682,0.10989304,0.0008337768
hybrid,2024-02-12 18:00:00,1,1,0.44786456,0.44685897,0.0010056029
hybrid,2024-02-12 18:15:00,1,1,0.33801356,0.3322998,0.005713763
hybrid,2024-02-12 18:30:00,1,1,0.43275687,0.4257517,0.007005174
hybrid,2024-02-12 18:45:00,1,1,0.26067054,0.25444588,0.006224675
hybrid,2024-02-12 19:00:00,1,1,0.2318195,0.2277527,0.004066797
hybrid,2024-02-12 19:15:00,1,1,0.2260563,0.22427344,0.0017828454
hybrid,2024-02-12 19:30:00,1,1,0.22132401,0.21965206,0.0016719488
hybrid,2024-02-12 19:45:00,1,1,0.21765994,0.2163248,0.0013351348
hybrid,2024-02-12 20:00:00,1,1,0.20556882,0.20542823,0.00014059212
hybrid,2024-02-12 20:15:00,1,1,0.19727801,0.19569178,0.0015862329
hybrid,2024-02-12 20:30:00,1,1,0.19289741,0.19205073,0.0008466893
hybrid,2024-02-12 20:45:00,1,1,0.11614808,0.116023846,0.00012423156
hybrid,2024-02-12 21:00:00,1,1,0.1220423,0.12021038,0.0018319217
hybrid,2024-02-12 21:15:00,1,1,0.120027006,0.118487336,0.0015396733
hybrid,2024-02-12 21:30:00,1,1,0.11749803,0.1156718,0.001826234
hybrid,2024-02-12 21:45:00,1,1,0.13482529,0.11561224,0.019213049
hybrid,2024-02-12 22:00:00,1,1,0.43468207,0.4296616,0.005020466
hybrid,2024-02-12 22:15:00,1,1,0.4598072,0.44228804,0.017519154
hybrid,2024-02-12 22:30:00,1,1,0.28105608,0.27995753,0.0010985445
hybrid,2024-02-12 22:45:00,1,1,0.30896762,0.3042827,0.0046849255
hybrid,2024-02-12 23:00:00,1,1,0.06969816,0.06898254,0.0007156216
hybrid,2024-02-12 23:15:00,1,1,0.073115826,0.06991837,0.003197456
hybrid,2024-02-12 23:30:00,1,1,0.08078967,0.070197925,0.010591745
hybrid,2024-02-12 23:45:00,1,1,0.07942784,0.07325008,0.0061777583
hybrid,2024-02-13 00:00:00,1,1,0.086466536,0.07337495,0.013091589
hybrid,2024-02-13 00:15:00,1,1,0.028163817,0.017733028,0.01043079
hybrid,2024-02-13 00:30:00,1,1,0.026071798,0.018674716,0.0073970817
hybrid,2024-02-13 00:45:00,1,1,0.033574343,0.019040508,0.014533835
hybrid,2024-02-13 01:00:00,1,1,0.026580874,0.018754922,0.007825953
hybrid,2024-02-13 01:15:00,1,1,0.029325366,0.019430751,0.009894614
hybrid,2024-02-13 01:30:00,1,1,0.03329326,0.020447686,0.012845571
hybrid,2024-02-13 01:45:00,1,1,0.027372316,0.019860223,0.0075120926
hybrid,2024-02-13 02:00:00,1,1,0.03076956,0.021074597,0.009694963
hybrid,2024-02-13 02:15:00,1,1,0.027139757,0.020670531,0.006469225
hybrid,2024-02-13 02:30:00,1,1,0.027708607,0.021881888,0.0058267186
hybrid,2024-02-13 02:45:00,1,1,0.02505033,0.021581033,0.003469297
hybrid,2024-02-13 03:00:00,1,1,0.02412956,0.022003071,0.0021264884
hybrid,2024-02-13 03:15:00,1,1,0.028814735,0.023126196,0.0056885392
hybrid,2024-02-13 03:30:00,1,1,0.030642364,0.022912806,0.007729558
hybrid,2024-02-13 03:45:00,1,1,0.031581845,0.024819903,0.006761942
hybrid,2024-02-13 04:00:00,1,1,0.024790015,0.023934603,0.0008554131
hybrid,2024-02-13 04:15:00,1,1,0.025295539,0.02446072,0.0008348189
hybrid,2024-02-13 04:30:00,1,1,0.030658003,0.025012285,0.005645719
hybrid,2024-02-13 04:45:00,1,1,0.03481389,0.027247602,0.007566288
hybrid,2024-02-13 05:00:00,1,1,0.027407648,0.026203725,0.0012039222
hybrid,2024-02-13 05:15:00,1,1,0.027089965,0.026822476,0.0002674892
hybrid,2024-02-13 05:30:00,1,1,0.031224854,0.027774518,0.0034503366
hybrid,2024-02-13 05:45:00,1,1,0.030870494,0.028087191,0.0027833015
hybrid,2024-02-13 06:00:00,1,1,0.029740058,0.028652,0.0010880589
hybrid,2024-02-13 06:15:00,1,1,0.04190099,0.030479455,0.011421534
hybrid,2024-02-13 06:30:00,1,1,0.038289823,0.029916288,0.008373535
hybrid,2024-02-13 06:45:00,1,1,0.036905147,0.030548437,0.006356709
hybrid,2024-02-13 07:00:00,1,1,0.04794146,0.03208595,0.015855512
hybrid,2024-02-13 07:15:00,1,1,0.044766266,0.031998616,0.01276765
hybrid,2024-02-13 07:30:00,1,1,0.22932942,0.22017889,0.009150539
hybrid,2024-02-13 07:45:00,1,1,0.23001198,0.22942638,0.0005856021
hybrid,2024-02-13 08:00:00,1,1,0.5935682,0.56538624,0.028181983
hybrid,2024-02-13 08:15:00,1,1,0.53987366,0.53873307,0.0011406055
hybrid,2024-02-13 08:30:00,1,1,0.13218105,0.10763384,0.024547214
hybrid,2024-02-13 08:45:00,1,1,0.11622506,0.10771954,0.008505515
hybrid,2024-02-13 09:00:00,1,1,0.14190553,0.10674454,0.03516099
hybrid,2024-02-13 09:15:00,1,1,0.11523354,0.102270834,0.012962707
hybrid,2024-02-13 09:30:00,1,1,0.1425932,0.10063046,0.041962747
hybrid,2024-02-13 09:45:00,1,1,0.10659773,0.09850616,0.008091568
hybrid,2024-02-13 10:00:00,1,1,0.18088233,0.09835127,0.082531065
hybrid,2024-02-13 10:15:00,1,1,0.25965163,0.2505737,0.0090779355
hybrid,2024-02-13 10:30:00,1,1,0.26657483,0.2511641,0.015410732
hybrid,2024-02-13 10:45:00,1,1,0.32692853,0.25394863,0.072979905
hybrid,2024-02-13 11:00:00,1,1,0.2881264,0.2620848,0.026041588
hybrid,2024-02-13 11:15:00,1,1,0.11726777,0.09554692,0.021720849
hybrid,2024-02-13 11:30:00,1,1,0.19898978,0.09599291,0.10299688
hybrid,2024-02-13 11:45:00,1,1,0.10160135,0.09542361,0.006177742
hybrid,2024-02-13 12:00:00,1,1,0.1028139,0.095764905,0.0070489943
hybrid,2024-02-13 12:15:00,1,1,0.16878623,0.096093,0.07269322
hybrid,2024-02-13 12:30:00,1,1,0.1026468,0.09572967,0.006917129
hybrid,2024-02-13 12:45:00,1,1,0.12421711,0.096198596,0.02801851
hybrid,2024-02-13 13:00:00,1,1,0.10730994,0.09612648,0.011183456
hybrid,2024-02-13 13:15:00,1,1,0.14805435,0.09704177,0.051012572
hybrid,2024-02-13 13:30:00,1,1,0.19659966,0.09677702,0.09982264
hybrid,2024-02-13 13:45:00,1,1,0.11593947,0.099202335,0.016737135
hybrid,2024-02-13 14:00:00,1,1,0.112252906,0.09944094,0.012811969
hybrid,2024-02-13 14:15:00,1,1,0.10831071,0.10129861,0.0070120976
hybrid,2024-02-13 14:30:00,1,1,0.11173871,0.10351044,0.008228275
hybrid,2024-02-13 14:45:00,1,1,0.13084374,0.10563521,0.025208538
hybrid,2024-02-13 15:00:00,1,1,0.1262916,0.10948761,0.016803997
hybrid,2024-02-13 15:15:00,1,1,0.12042769,0.11471791,0.0057097846
hybrid,2024-02-13 15:30:00,1,1,0.18772882,0.11935974,0.06836908
hybrid,2024-02-13 15:45:00,1,1,0.14584978,0.13143738,0.0144124
hybrid,2024-02-13 16:00:00,1,1,0.14785987,0.13856374,0.009296134
hybrid,2024-02-13 16:15:00,1,1,0.240112,0.1448244,0.0952876
hybrid,2024-02-13 16:30:00,1,1,0.21891141,0.1646153,0.054296102
hybrid,2024-02-13 16:45:00,1,1,0.19969644,0.17782456,0.021871878
hybrid,2024-02-13 17:00:00,1,1,0.5134791,0.49053475,0.022944361
hybrid,2024-02-13 17:15:00,1,1,0.5358635,0.468845,0.06701852
hybrid,2024-02-13 17:30:00,1,1,0.11377482,0.111599505,0.0021753174
hybrid,2024-02-13 17:45:00,1,1,0.11266822,0.11123417,0.0014340536
hybrid,2024-02-13 18:00:00,1,1,0.163721,0.16289665,0.00082435017
hybrid,2024-02-13 18:15:00,1,1,0.4638827,0.45736802,0.0065147113
