persona_label,target_timestamp,membership_true,membership_pred,attack_score,binary_loss,continuous_loss
traveler,2024-02-12 00:15:00,1,1,0.02172596,0.020902935,0.00082302437
traveler,2024-02-12 00:30:00,1,1,0.033783108,0.02109142,0.012691687
traveler,2024-02-12 00:45:00,1,1,0.02413348,0.022638513,0.0014949661
traveler,2024-02-12 01:00:00,1,1,0.02232042,0.021488843,0.00083157653
traveler,2024-02-12 01:15:00,1,1,0.022593979,0.022014897,0.0005790823
traveler,2024-02-12 01:30:00,1,1,0.034128577,0.022461455,0.011667122
traveler,2024-02-12 01:45:00,1,1,0.024539214,0.023990422,0.0005487906
traveler,2024-02-12 02:00:00,1,1,0.02383437,0.023553377,0.00028099283
traveler,2024-02-12 02:15:00,1,1,0.024661973,0.02371149,0.0009504827
traveler,2024-02-12 02:30:00,1,1,0.027298795,0.024552003,0.0027467918
traveler,2024-02-12 02:45:00,1,1,0.025745854,0.025669867,7.598664e-05
traveler,2024-02-12 03:00:00,1,1,0.0279524,0.025660206,0.0022921928
traveler,2024-02-12 03:15:00,1,1,0.027517224,0.026993807,0.00052341545
traveler,2024-02-12 03:30:00,1,1,0.039944716,0.027517691,0.012427025
traveler,2024-02-12 03:45:00,1,1,0.0306546,0.030131577,0.00052302313
traveler,2024-02-12 04:00:00,1,1,0.03958934,0.030142806,0.009446536
traveler,2024-02-12 04:15:00,1,1,0.03400741,0.032547604,0.0014598072
traveler,2024-02-12 04:30:00,1,1,0.03678583,0.031258702,0.005527129
traveler,2024-02-12 04:45:00,1,1,0.03528115,0.033770636,0.0015105166
traveler,2024-02-12 05:00:00,1,1,0.038266003,0.033434022,0.004831981
traveler,2024-02-12 05:15:00,1,1,0.03864673,0.03512875,0.0035179814
traveler,2024-02-12 05:30:00,1,1,0.046245895,0.03638699,0.009858904
traveler,2024-02-12 05:45:00,1,1,0.046909288,0.04013563,0.0067736595
traveler,2024-02-12 06:00:00,1,1,0.05427393,0.042079065,0.012194865
traveler,2024-02-12 06:15:00,1,1,0.08524115,0.040904965,0.04433618
