persona_label,target_timestamp,membership_true,membership_pred,attack_score,binary_loss,continuous_loss
gig_driver,2024-02-12 00:15:00,1,1,0.32345948,0.31381774,0.009641727
gig_driver,2024-02-12 00:30:00,1,1,0.061561372,0.04783708,0.013724293
gig_driver,2024-02-12 00:45:00,1,1,0.09096375,0.04979214,0.041171614
gig_driver,2024-02-12 01:00:00,1,1,0.096469715,0.05234328,0.044126432
gig_driver,2024-02-12 01:15:00,1,1,0.08560522,0.053858154,0.03174707
gig_driver,2024-02-12 01:30:00,1,1,0.072840974,0.050911523,0.02192945
gig_driver,2024-02-12 01:45:00,1,1,0.06815204,0.051180206,0.016971834
gig_driver,2024-02-12 02:00:00,1,1,0.066994615,0.051574092,0.0154205235
gig_driver,2024-02-12 02:15:00,1,1,0.06604033,0.051961318,0.014079012
gig_driver,2024-02-12 02:30:00,1,1,0.06712066,0.053626716,0.0134939365
gig_driver,2024-02-12 02:45:00,1,1,0.0634774,0.05317377,0.010303626
gig_driver,2024-02-12 03:00:00,1,1,0.071466126,0.053191423,0.018274702
gig_driver,2024-02-12 03:15:00,1,1,0.06624096,0.056112643,0.010128315
gig_driver,2024-02-12 03:30:00,1,1,0.067402184,0.05652195,0.010880236
gig_driver,2024-02-12 03:45:00,1,1,0.056286067,0.054526888,0.0017591799
gig_driver,2024-02-12 04:00:00,1,1,0.07784899,0.055012856,0.022836136
gig_driver,2024-02-12 04:15:00,1,1,0.06951735,0.059157316,0.010360036
gig_driver,2024-02-12 04:30:00,1,1,0.05696834,0.056085095,0.0008832429
gig_driver,2024-02-12 04:45:00,1,1,0.07087844,0.056266077,0.014612365
gig_driver,2024-02-12 05:00:00,1,1,0.07146586,0.05999073,0.011475127
gig_driver,2024-02-12 05:15:00,1,1,0.061655197,0.056942213,0.0047129854
gig_driver,2024-02-12 05:30:00,1,1,0.063111134,0.05721653,0.0058946046
gig_driver,2024-02-12 05:45:00,1,1,0.06445433,0.05783409,0.0066202465
gig_driver,2024-02-12 06:00:00,1,1,0.07876906,0.059180565,0.01958849
gig_driver,2024-02-12 06:15:00,1,1,0.07506907,0.057933804,0.017135266
gig_driver,2024-02-12 06:30:00,1,1,0.084141575,0.058915485,0.025226092
gig_driver,2024-02-12 06:45:00,1,1,0.09813292,0.05851686,0.039616067
gig_driver,2024-02-12 07:00:00,1,1,0.09766871,0.05840293,0.039265774
gig_driver,2024-02-12 07:15:00,1,1,0.12832949,0.062434368,0.06589511
gig_driver,2024-02-12 07:30:00,1,1,0.11829379,0.058642995,0.059650797
gig_driver,2024-02-12 07:45:00,1,1,0.11774436,0.058956895,0.058787465
gig_driver,2024-02-12 08:00:00,1,1,0.14844465,0.062720016,0.08572463
gig_driver,2024-02-12 08:15:00,1,1,0.15141213,0.08743586,0.063976265
gig_driver,2024-02-12 08:30:00,1,1,0.15525082,0.097698,0.05755281
gig_driver,2024-02-12 08:45:00,1,1,0.11925118,0.09640862,0.022842554
gig_driver,2024-02-12 09:00:00,1,1,0.5349282,0.48290253,0.052025676
gig_driver,2024-02-12 09:15:00,1,1,0.27421677,0.2337981,0.040418677
gig_driver,2024-02-12 09:30:00,1,1,0.13396254,0.11090438,0.023058169
gig_driver,2024-02-12 09:45:00,1,1,0.20695435,0.1985611,0.008393243
gig_driver,2024-02-12 10:00:00,1,1,0.21089023,0.19447987,0.01641037
gig_driver,2024-02-12 10:15:00,1,1,0.13225746,0.100525126,0.031732332
gig_driver,2024-02-12 10:30:00,1,1,0.11539181,0.10248117,0.012910639
gig_driver,2024-02-12 10:45:00,1,1,0.13397269,0.10159012,0.032382566
gig_driver,2024-02-12 11:00:00,1,1,0.10492281,0.099773966,0.0051488443
gig_driver,2024-02-12 11:15:00,1,1,0.19932207,0.10019357,0.09912851
gig_driver,2024-02-12 11:30:00,1,1,0.10023988,0.09679165,0.0034482356
gig_driver,2024-02-12 11:45:00,1,1,0.30876458,0.2739004,0.034864184
gig_driver,2024-02-12 12:00:00,1,1,0.30717105,0.29989812,0.007272914
gig_driver,2024-02-12 12:15:00,1,1,0.21229607,0.12793803,0.08435804
gig_driver,2024-02-12 12:30:00,1,1,0.17434803,0.13171187,0.04263616
gig_driver,2024-02-12 12:45:00,1,1,0.16161647,0.1335041,0.028112374
gig_driver,2024-02-12 13:00:00,1,1,0.37806782,0.2893963,0.08867153
gig_driver,2024-02-12 13:15:00,1,1,0.36811125,0.3502314,0.017879844
gig_driver,2024-02-12 13:30:00,1,1,0.09731132,0.09688775,0.0004235685
gig_driver,2024-02-12 13:45:00,1,1,0.11420758,0.1034344,0.010773178
gig_driver,2024-02-12 14:00:00,1,1,0.31179047,0.2783714,0.033419084
gig_driver,2024-02-12 14:15:00,1,1,0.3263563,0.3010246,0.025331704
gig_driver,2024-02-12 14:30:00,1,1,0.16710152,0.14034879,0.026752723
gig_driver,2024-02-12 14:45:00,1,1,0.17722613,0.15319163,0.0240345
gig_driver,2024-02-12 15:00:00,1,1,0.16701844,0.15454924,0.012469201
gig_driver,2024-02-12 15:15:00,1,1,0.17395967,0.15749143,0.016468236
gig_driver,2024-02-12 15:30:00,1,1,0.18515159,0.15973942,0.025412178
gig_driver,2024-02-12 15:45:00,1,1,0.17838523,0.16266271,0.015722517
gig_driver,2024-02-12 16:00:00,1,1,0.1930912,0.16426742,0.028823784
gig_driver,2024-02-12 16:15:00,1,1,0.34122127,0.3177198,0.023501473
gig_driver,2024-02-12 16:30:00,1,1,0.3515751,0.29456574,0.057009365
gig_driver,2024-02-12 16:45:00,1,1,0.21563879,0.20647386,0.009164937
gig_driver,2024-02-12 17:00:00,1,1,0.13172764,0.10181636,0.02991128
gig_driver,2024-02-12 17:15:00,1,1,0.11011929,0.102217,0.007902287
gig_driver,2024-02-12 17:30:00,1,1,0.10551083,0.1027919,0.0027189355
gig_driver,2024-02-12 17:45:00,1,1,0.10567153,0.10387394,0.001797595
gig_driver,2024-02-12 18:00:00,1,1,0.17214698,0.17000167,0.002145306
gig_driver,2024-02-12 18:15:00,1,1,0.1785967,0.15948007,0.019116638
gig_driver,2024-02-12 18:30:00,1,1,0.17621328,0.15804115,0.018172136
gig_driver,2024-02-12 18:45:00,1,1,0.17024036,0.15738152,0.012858838
gig_driver,2024-02-12 19:00:00,1,1,0.46326643,0.45476216,0.008504261
gig_driver,2024-02-12 19:15:00,1,1,0.36547714,0.34309715,0.022379981
gig_driver,2024-02-12 19:30:00,1,1,0.4787764,0.46487793,0.013898473
gig_driver,2024-02-12 19:45:00,1,1,0.29962713,0.285242,0.014385134
gig_driver,2024-02-12 20:00:00,1,1,0.28467718,0.27959213,0.005085054
gig_driver,2024-02-12 20:15:00,1,1,0.27934936,0.27807856,0.0012708065
gig_driver,2024-02-12 20:30:00,1,1,0.28443775,0.27768016,0.0067576002
gig_driver,2024-02-12 20:45:00,1,1,0.27914572,0.27638298,0.0027627358
gig_driver,2024-02-12 21:00:00,1,1,0.15700218,0.15151177,0.005490413
gig_driver,2024-02-12 21:15:00,1,1,0.2806411,0.27302536,0.007615739
gig_driver,2024-02-12 21:30:00,1,1,0.27430525,0.26789287,0.006412395
gig_driver,2024-02-12 21:45:00,1,1,0.27335095,0.26751128,0.005839687
gig_driver,2024-02-12 22:00:00,1,1,0.27773115,0.26732576,0.010405392
gig_driver,2024-02-12 22:15:00,1,1,0.18497796,0.14784822,0.03712975
gig_driver,2024-02-12 22:30:00,1,1,0.17659463,0.15080498,0.025789646
gig_driver,2024-02-12 22:45:00,1,1,0.17823353,0.14969577,0.028537763
gig_driver,2024-02-12 23:00:00,1,1,0.1713335,0.15014583,0.021187684
